,COMPOUND_ID,SOURCES,PCT_IHB_3D7,PCT_INHB_DD2,PCT_INHIB_3D7_PFLDH,pXC50_3D7,SMILES
3414,537769,"TCMDC-134062, 637769 (CHEMBL)",99.0,85.0,0.0,6.13405,CN(C)c1cccc2c1nc(n2CCNCc3ccccc3)c4ccc5c(c4)CCO5.C(=O)(C(F)(F)F)O
3415,537883,"TCMDC-136690, 637883 (CHEMBL)",89.0,78.0,3.0,6.06448,CN1CCN(CC1)c2ccc(cc2)CNc3ccc4ncc(n4n3)c5cccc(c5)OC(F)(F)F
3416,537924,"TCMDC-140291, 637924 (CHEMBL)",100.0,89.0,1.0,6.04535,CC(C)C[C@@H](C(=O)N[C@H]1CCN(C1)Cc2ccc(c(c2)Cl)OCCCN(C)C)NC(=O)c3cc4ccccc4s3.C(=O)(C(F)(F)F)O
3417,541368,"TCMDC-133688, 641368 (CHEMBL)",95.0,0.0,0.0,5.9761,CCCCCN1CCCC1CNS(=O)(=O)c2ccc(cc2)C(=O)Nc3cccc(c3)C(F)(F)F.C(=O)(C(F)(F)F)O
3418,541372,"TCMDC-139472, 641372 (CHEMBL)",92.0,18.0,0.0,6.01198,CN1CCN(CC1)c2cc3c(cc2Cl)CCN3C(=O)Cc4ccc(cc4)NC(=O)Nc5cccc6c5cccc6
3419,538038,"TCMDC-133055, 638038 (CHEMBL)",100.0,95.0,0.0,6.77936,Cc1c(c(on1)C)c2cccc(c2)CNCc3cccc(c3)c4ccc(s4)c5[nH]c6ccc(cc6n5)C(F)(F)F.C(=O)(C(F)(F)F)O
3420,538044,"TCMDC-131673, 638044 (CHEMBL)",99.0,23.0,0.0,6.15434,CC(=NO)C1=C(C(N(C1=O)c2ccccc2)c3ccccc3)O
3421,538080,"TCMDC-131728, 638080 (CHEMBL)",96.0,90.0,0.0,7.39077,CCOC(=O)NC1=NC(=N)N(C(N1)(C)C)OCc2ccc(c(c2)Cl)Cl
3422,482654,"TCMDC-142261, 582654 (CHEMBL)",99.0,98.0,4.0,6.46026,C[C@@H]1[C@@H]2CC(=O)O[C@H]3[C@@]24CO[C@@]([C@@H]1O)([C@@H]4[C@@]5([C@@H](C3)C(=CC(=O)[C@H]5O)C)C)O
3423,541432,"TCMDC-136627, 641432 (CHEMBL)",100.0,99.0,0.0,6.16468,Cc1cc(ccc1F)NC(=O)[C@H](CC2CCCCC2)Nc3ccc(c4c3cccc4)C#N.C(=O)(C(F)(F)F)O
3424,538122,"TCMDC-134063, 638122 (CHEMBL)",91.0,18.0,2.0,5.95492,Cc1cccc(c1S(=O)(=O)Nc2cccc(c2)CCN3CCC(CC3)N4CCCCC4)Cl
3425,537101,"TCMDC-133944, 637101 (CHEMBL)",97.0,37.0,1.0,6.08406,CCOc1ccc(cc1/C=C/C(=O)Nc2ccc3c(c2)CN(CCC3)C)Br.C(=O)(C(F)(F)F)O
3426,537173,"TCMDC-131786, 637173 (CHEMBL)",91.0,98.0,0.0,7.6991,CCC(C)c1cccc(c1OCCCON2C(=NC(=NC2(C)C)N)N)C(C)CC.Br
3427,537253,"TCMDC-131242, 637253 (CHEMBL)",94.0,77.0,0.0,5.9293,CC(CCc1cccc(c1)F)NCC(c2ccc(c(c2)C(=O)OC)O)O.Cl
3428,537294,"TCMDC-137301, 637294 (CHEMBL)",95.0,95.0,0.0,8.49485,CC1(N=C(N=C(N1OCCCOc2cc(c(cc2Cl)Cl)Cl)N)N)C.Cl
3429,537333,"TCMDC-136131, 637333 (CHEMBL)",98.0,14.0,0.0,6.16473,c1ccc2c(c1)cccc2c3nnc(o3)c4ccc(cc4)C(=O)NC5CCN(CC5)Cc6ccc(cc6)C#N
3430,537370,"TCMDC-135260, 637370 (CHEMBL)",91.0,92.0,0.0,6.02606,Cc1c(cc(cc1F)C(=O)NC2CC2)c3ccc4c(c3)c(nn4S(=O)(=O)c5cccs5)C
3431,537411,"TCMDC-123688, 637411 (CHEMBL), COMMERCIAL",95.0,27.0,0.0,6.08602,c1cc(cc(c1)N(=O)=O)C2CC(=NN2C(=O)c3cccs3)c4cccs4
3432,537456,"TCMDC-135792, 637456 (CHEMBL)",92.0,71.0,3.0,6.01483,COc1cc(ccc1Nc2nccc(n2)c3c4ccccn4nc3c5cccc(c5)NC(=O)c6c(cccc6F)F)CS(=O)(=O)C
3433,542275,"TCMDC-133364, 642275 (CHEMBL)",96.0,95.0,3.0,6.07555,c1cc(ccc1c2ccnc3c2cc([nH]3)c4ccncc4)S(=O)(=O)NCCN.C(=O)(C(F)(F)F)O
3434,524789,"TCMDC-124245, 624789 (CHEMBL), COMMERCIAL",98.0,99.0,4.0,6.04132,c1cc(ccc1NC(=O)Nc2ccc(c(c2)Cl)Cl)SC(F)(F)F
3435,541186,"TCMDC-141727, 641186 (CHEMBL)",100.0,98.0,0.0,6.61964,c1ccc(cc1)NC(=O)c2c(cn(n2)CCCN3CCC(CC3)N4CCCC4)c5ccc(c(c5)Cl)Cl
3436,537070,"TCMDC-140100, 637070 (CHEMBL)",100.0,99.0,3.0,6.51416,c1ccc(cc1)CN2CCC(CC2)NC(=O)c3ccc(s3)c4[nH]c5cc(c(cc5n4)Cl)F
3437,537143,"TCMDC-136993, 637143 (CHEMBL)",99.0,87.0,0.0,6.20302,Cc1cccc2c1[nH]c(n2)c3cccc(c3)c4ccc(cc4)NC(=O)Cc5cccn(=O)c5
3438,542922,"TCMDC-139817, 642922 (CHEMBL)",100.0,98.0,0.0,6.11317,CCCCCCCN1CC[C@H]([C@H](C1)CC)CCCc2ccnc3c2cc(cc3)OCCN4CCNCC4.Cl
3439,31093,"TCMDC-137647, 131093 (CHEMBL)",87.0,4.0,6.0,6.00513,CCCc1cc(cc(c1OC)OC)Cc2cnc(nc2N)N
3440,537264,"TCMDC-141855, 637264 (CHEMBL)",97.0,42.0,0.0,6.1046,c1ccc2cc(ccc2c1)C(=O)Nc3cccc(c3)CN4CCCN(CC4)Cc5cccc(c5)O.C(=O)(C(F)(F)F)O
3441,537341,"TCMDC-125886, 637341 (CHEMBL)",92.0,38.0,0.0,6.06297,Cc1cc(ccc1N)N2CCN(CC2)C(=O)OC(C)(C)C
3442,537462,"TCMDC-137657, 637462 (CHEMBL)",93.0,1.0,5.0,6.61424,Cc1ccc(cc1)Cc2c(c3c(nc(nc3nc2C)N)N)C.Cl
3443,537466,"TCMDC-125781, 637466 (CHEMBL), COMMERCIAL",99.0,33.0,4.0,6.04223,CCOC(=O)c1ccc(cc1)Nc2cc(nc(n2)C)Nc3ccc(cc3)C(=O)OCC
3444,536913,"TCMDC-123654, 636913 (CHEMBL), COMMERCIAL",91.0,59.0,2.0,6.021,Cc1ccc(cc1)C(c2ccc3cccnc3c2O)NC(=O)C4CCCCC4
3445,536914,"TCMDC-137583, 636914 (CHEMBL)",100.0,1.0,0.0,6.24732,CCN1CCN(CC1)CCCNc2c3ccc(cc3nc4c2cc(cc4)O)Cl
3446,541805,"TCMDC-133730, 641805 (CHEMBL)",97.0,47.0,0.0,6.42041,CN1CCCc2ccc(cc2C1)NC(=O)Nc3ccc(cc3)c4ccccc4
3447,541151,"TCMDC-123514, 641151 (CHEMBL), COMMERCIAL",90.0,57.0,7.0,5.92724,Cc1c(c(no1)c2ccccc2Cl)C(=O)Nc3cc(c(cc3Cl)Cl)Cl
3448,536993,"TCMDC-140697, 636993 (CHEMBL)",99.0,64.0,5.0,6.89214,COc1ccc2c(c1)c(ccn2)[C@H](CN3CCC(CC3)NCc4cc5cc(ccc5[nH]4)Cl)O.C(=O)(C(=O)O)O
3449,542206,"TCMDC-133437, 642206 (CHEMBL)",100.0,98.0,0.0,6.7443,CN1CCN(CC1)c2c3cc(ccc3sn2)c4ccc(cc4)NC(=O)Nc5ccccc5.C(=O)(C(F)(F)F)O
3450,542916,"TCMDC-133216, 642916 (CHEMBL)",100.0,41.0,2.0,6.70185,c1cc(cc(c1)c2[nH]c3ccc(cc3n2)F)c4cccc(c4)NC(=O)Nc5ccsc5
3451,537113,"TCMDC-134666, 637113 (CHEMBL)",99.0,33.0,4.0,6.04568,c1ccc(c(c1)CNc2ccnc(n2)NCCn3ccnc3)Br
3452,537114,"TCMDC-125236, 637114 (CHEMBL), COMMERCIAL",100.0,96.0,0.0,6.85371,Cn1c2ccc(cc2n(c1=O)C)CNCCNc3ccnc4c3ccc(c4)Cl.Cl
3453,542919,"TCMDC-140438, 642919 (CHEMBL)",98.0,13.0,1.0,6.10819,Cc1cc2c(cc1C)nc([nH]2)c3ccc(cc3)/C=C/C(=O)NCCc4ccccc4
3454,537194,"TCMDC-125099, 637194 (CHEMBL), COMMERCIAL",96.0,86.0,0.0,6.00389,Cn1c2c(c(n3c2nnc4c3cccc4)c5ccc(cc5)OC)c(=O)n(c1=O)C
3455,537195,"TCMDC-139110, 637195 (CHEMBL)",97.0,39.0,0.0,7.48122,Cc1cc(ccc1c2ccc(cc2)C(=O)Nc3ccc(c(c3)OCC4CCCN4C)I)c5nc(on5)C.Cl
3456,537276,"TCMDC-138519, 637276 (CHEMBL)",100.0,97.0,4.0,6.38091,CCOc1cc(ccc1N2CCN(CC2)CCCCNC(=O)c3ccc(cc3)NC(=O)c4ccc(cc4)Cl)C(C)C
3457,537316,"TCMDC-135433, 637316 (CHEMBL)",98.0,96.0,0.0,6.25456,Cc1c(c(=O)c(c([nH]1)C)Br)c2ccc(cc2)C=C
3458,537473,"TCMDC-135639, 637473 (CHEMBL)",100.0,32.0,0.0,6.18683,CC(C)N1CCN(CC1)C(CN2CCN(CC2)CCCOc3ccc(c4c3cccc4)OC)c5ccc(cc5)F.C(=O)(C(F)(F)F)O
3459,537475,"TCMDC-140338, 637475 (CHEMBL)",90.0,18.0,4.0,6.04362,Cn1cc(nc1)c2ccc3c(c2)CCN(CC3)CCC4CCC(CC4)NC(=O)/C=C/c5ccc(cc5)F.Cl
3460,537477,"TCMDC-123981, 637477 (CHEMBL), COMMERCIAL",99.0,0.0,0.0,6.10506,c1ccc(c(c1)NC(=O)C=NO)N(=O)=O
3461,537509,"TCMDC-135134, 637509 (CHEMBL)",91.0,14.0,0.0,6.06422,c1ccc(cc1)c2cc(sc2)CNC3CCN(CC3)CCn4c5cc(ccc5ncc4=O)F
3462,536918,"TCMDC-137296, 636918 (CHEMBL)",83.0,0.0,5.0,5.91065,c1cc(c(cc1c2cnc(nc2N)N)Cl)F
3463,536922,"TCMDC-125335, 636922 (CHEMBL), COMMERCIAL",98.0,92.0,0.0,6.16047,CCCN(Cc1nnc(o1)c2ccco2)C(=O)C3CCN(CC3)c4c(cc(cn4)C(F)(F)F)Cl
3464,536923,"TCMDC-139078, 636923 (CHEMBL)",92.0,78.0,0.0,5.99057,CC(=C(C(=O)OCc1ccccc1)N2[C@@H]([C@@H](C2=O)NC(c3ccccc3)(c4ccccc4)c5ccccc5)S(=O)CC(=O)OC(C)(C)C)C
3465,537630,"TCMDC-123919, 637630 (CHEMBL), COMMERCIAL",100.0,100.0,4.0,6.54821,CN(C)CCCNc1ccnc2c1ccc(c2)Cl
3466,537671,"TCMDC-124500, 637671 (CHEMBL), COMMERCIAL",97.0,97.0,0.0,6.09192,Cc1ccc(cc1)S(=O)(=O)n2c(ccn2)c3c(onc3c4ccc(cc4)Cl)C
3467,542304,"TCMDC-138528, 642304 (CHEMBL)",90.0,3.0,0.0,6.03948,CN(C)CCCNC(=O)c1ccc2c(c1)nc(n2Cc3ccc(c(c3)Cl)OC)Nc4cccc(c4)C(F)(F)F
3468,537676,"TCMDC-131402, 637676 (CHEMBL)",95.0,48.0,0.0,6.10533,CC1(C=C(c2ccc(cc2O1)OCCN(C)C)c3cccc4c3cccc4)C.Cl
3469,537709,"TCMDC-135400, 637709 (CHEMBL)",98.0,98.0,8.0,6.61979,CCc1cn2c3c1cc(cc3N(S(=O)(=O)C2)C)C(=O)N[C@@H](Cc4ccccc4)[C@@H](CNC(C)(C)CCCC(C)C)O.C(=O)O
3470,541338,"TCMDC-134799, 641338 (CHEMBL)",85.0,14.0,0.0,5.86282,Cc1cc(nc(n1)NCCc2ccccc2OC)NCCC(=O)NCCOc3ccccc3.C(=O)(C(F)(F)F)O
3471,537825,"TCMDC-138339, 637825 (CHEMBL)",100.0,68.0,5.0,6.62508,COc1cc(ccc1OCCCc2[nH]c3ccccc3n2)Nc4ccnc5c4ccc(c5)c6nccs6.Cl
3472,537905,"TCMDC-140766, 637905 (CHEMBL)",96.0,43.0,0.0,5.95802,Cc1c(c(c(s1)C)C(F)(F)F)CNCCCNc2cc(=O)c3ccccc3[nH]2.Cl
3473,537940,"TCMDC-137056, 637940 (CHEMBL)",100.0,23.0,2.0,6.08724,Cn1cncc1C(=O)Nc2ccc(cc2)c3cccc(c3)c4[nH]c5ccc(cc5n4)F
3474,537943,"TCMDC-134372, 637943 (CHEMBL)",97.0,21.0,2.0,6.59032,COc1c(ccc2c1CCCC2)C3CCN(CC3)CCCCNC(=O)c4ccc(c(c4)OCC(=O)OC)c5ccc(cc5)Cl
3475,541370,"TCMDC-132134, 641370 (CHEMBL)",100.0,66.0,0.0,6.22649,CC(=O)Nc1cccc(c1)C(=O)Nc2cccc(c2)c3cccc(c3)c4[nH]c5ccccc5n4
3476,73386,"TCMDC-123986, 173386 (CHEMBL), COMMERCIAL",92.0,76.0,3.0,6.05614,c1ccc(cc1)Cc2[nH]c(=O)c3cc(ccc3n2)Cl
3477,537619,"TCMDC-142142, 637619 (CHEMBL)",100.0,47.0,0.0,6.12622,COc1cccc2c1nccc2NN=Cc3cccc(c3)N(=O)=O
3478,540701,"TCMDC-123462, 640701 (CHEMBL), COMMERCIAL",99.0,2.0,5.0,6.68885,CC(=O)C1C(=O)CCC1=O
3479,537663,"TCMDC-135822, 637663 (CHEMBL)",92.0,57.0,0.0,6.06697,c1ccc(c(c1)CN(CCNS(=O)(=O)c2cc(c(s2)Cl)Br)c3ccc(c(c3)C(F)(F)F)C#N)C(F)(F)F
3480,537697,"TCMDC-134878, 637697 (CHEMBL)",100.0,9.0,0.0,5.94205,Cc1cc(nc(n1)NCCOc2ccccc2)NCCC(=O)Nc3ccccc3.C(=O)(C(F)(F)F)O
3481,537701,"TCMDC-133063, 637701 (CHEMBL)",100.0,76.0,0.0,6.64134,Cc1c(c(on1)C)c2cccc(c2)CNCc3cccc(c3)c4ccc(cc4)c5[nH]c6ccccc6n5.C(=O)(C(F)(F)F)O
3482,537702,"TCMDC-133990, 637702 (CHEMBL)",96.0,95.0,4.0,6.50578,c1ccc(cc1)CN2CCC(CC2)Oc3ccc(cc3Cl)NC(=O)c4cccs4.C(=O)(C(F)(F)F)O
3483,537703,"TCMDC-124587, 637703 (CHEMBL), COMMERCIAL",89.0,77.0,4.0,6.06124,CCN1C(=O)C2(CCN(CC2)Cc3ccc(cc3O)OC)N(C1=O)CCC(C)C
3484,537744,"TCMDC-135884, 637744 (CHEMBL)",95.0,97.0,1.0,6.04662,Cc1cc(ccn1)c2nc3ccc(cc3n2C4CCN(CC4)C(=O)c5ccc(cc5)c6ccccc6)C(=O)NCc7ccccc7
3485,537782,"TCMDC-139194, 637782 (CHEMBL)",100.0,0.0,0.0,6.1548,c1cc2c(cc1C#N)CCN(C2)CCC3CCC(CC3)NC(=O)c4cc5ccc(cc5[nH]4)Cl.Cl
3486,537814,"TCMDC-137169, 637814 (CHEMBL)",100.0,97.0,0.0,6.45787,CS(=O)(=O)O.c1ccc2c(c1)ccc(c2OCC(F)(F)F)CCNCCCCNCCc3ccc4ccccc4c3OCC(F)(F)F
3487,537968,"TCMDC-125484, 637968 (CHEMBL), COMMERCIAL",88.0,88.0,1.0,6.04944,c1ccc(cc1)C2=C(c3ccccc3C2=O)Nc4cccc(c4)N(=O)=O
3488,538010,"TCMDC-135035, 638010 (CHEMBL)",100.0,0.0,0.0,6.08031,Cn1c2c(cnc(n2)NCCCN3CCCC3)c(n1)c4cccc(c4)CN[C@@H]5CCc6c5cc(cc6)O
3489,540702,"TCMDC-137860, 640702 (CHEMBL)",93.0,0.0,2.0,7.13157,CCN(CC)c1ccc2c(c1)c(nc(n2)N)N.Cl
3490,538047,"TCMDC-140912, 638047 (CHEMBL)",100.0,84.0,0.0,6.36693,CCOc1cc(ccc1c2[nH]c3ccc(cc3n2)Cl)C(=O)NC4CCN(CC4)Cc5ccccc5
3491,538048,"TCMDC-137953, 638048 (CHEMBL)",98.0,49.0,4.0,6.03632,COc1ccc2c(c1)ccc(c2OC)CNCCCCCCNCc3ccc4cc(ccc4c3OC)OC.CS(=O)(=O)O
3492,538127,"TCMDC-137412, 638127 (CHEMBL)",98.0,96.0,9.0,6.85384,Cc1c(c(c(c(n1)C)Cl)O)c2ccc(cc2)S(=O)(=O)c3ccc(cc3)Cl
3493,538248,"TCMDC-132193, 638248 (CHEMBL)",100.0,31.0,0.0,6.28894,c1cc(cc(c1)NC(=O)c2ccc(cc2)C(=O)N)c3ccc(cc3)c4[nH]c5ccc(cc5n4)C(F)(F)F
3494,538371,"TCMDC-140993, 638371 (CHEMBL)",97.0,86.0,0.0,6.66918,COc1ccc(cc1)C(C(=O)NC2CCN(CC2)C[C@@H](c3ccnc4c3cc(cc4)OC)O)N5CCN(CC5)c6ccc(cc6)F
3495,538374,"TCMDC-132955, 638374 (CHEMBL)",100.0,83.0,3.0,6.59083,COC(=O)c1cccc(c1)CNCc2cccc(c2)c3ccc(cc3)c4[nH]c5ccc(cc5n4)C(F)(F)F.C(=O)(C(F)(F)F)O
3496,538450,"TCMDC-133383, 638450 (CHEMBL)",91.0,89.0,2.0,6.06431,CCCNc1nc(nc(n1)NC(C)(C)C)NCc2c(cccc2C)C
3497,541495,"TCMDC-138260, 641495 (CHEMBL)",100.0,95.0,0.0,6.16938,CCOc1ccc(c(c1)OCC)C2CCN(CC2)CCCCNC(=O)c3ccc(cc3)NC(=O)c4ccc(cc4)Cl.Cl
3498,538455,"TCMDC-138315, 638455 (CHEMBL)",88.0,54.0,0.0,6.05339,Cc1c(nc(o1)c2ccccc2)CCOc3ccc(cc3)C[C@@H](C(=O)NCc4ccccn4)Nc5ccccc5C(=O)c6ccccc6
3499,541808,"TCMDC-137967, 641808 (CHEMBL)",100.0,75.0,0.0,6.49458,CC(=O)O.c1ccc(cc1)COc2ccc3cc4c(nc(nc4nc3c2)N)N
3500,538496,"TCMDC-135370, 638496 (CHEMBL)",99.0,98.0,1.0,6.39833,CC(c1ccccc1Cl)Oc2cc(sc2C(=O)N)n3cnc4c3cc(cc4)NC(=O)CCN5CCCCC5
3501,538573,"TCMDC-124552, 638573 (CHEMBL), COMMERCIAL",99.0,34.0,1.0,6.16893,COc1ccc(cc1)CCn2c(=N)c(cc3c2nc4ccccn4c3=O)C(=O)NC5CCCC5
3502,538683,"TCMDC-137983, 638683 (CHEMBL)",100.0,72.0,1.0,6.40387,c1ccc(cc1)c2cc(c3ccccc3n2)NCCCCCCCCNc4cc(nc5c4cccc5)c6ccccc6.Cl
3503,538690,"TCMDC-140385, 638690 (CHEMBL)",100.0,74.0,3.0,6.12152,c1ccc2c(c1)c(c[nH]2)C3CCN(CC3)CC4CCN(CC4)C(=O)/C=C/c5cc(cc(c5)F)C(F)(F)F
3504,538182,"TCMDC-135449, 638182 (CHEMBL)",89.0,93.0,1.0,6.22557,CCCC(=O)Nc1ccc(cc1)OCCCN(Cc2ccccc2F)c3ccc(c(c3)C(F)(F)F)C#N
3505,538061,"TCMDC-140077, 638061 (CHEMBL)",98.0,95.0,0.0,6.15685,c1cc(cc(c1)Cl)N2CCN(CC2)CCCNC(=O)c3ccc(cc3)c4[nH]c5cc(c(cc5n4)Cl)Cl
3506,541401,"TCMDC-137962, 641401 (CHEMBL)",100.0,96.0,0.0,6.38746,CCCOc1ccc(c2c1cccc2)CNCCCCCCNCc3ccc(c4c3cccc4)OCCC.CS(=O)(=O)O
3507,538098,"TCMDC-139059, 638098 (CHEMBL)",99.0,83.0,1.0,6.12223,C[C@H]1CCCCN1CCCNC(=O)/C(=C/C=C/c2cc3cc(c(cc3[nH]2)Cl)Cl)/OC
3508,538104,"TCMDC-132811, 638104 (CHEMBL)",98.0,90.0,0.0,6.58348,c1cc(cc(c1)c2ccc(cc2)c3[nH]c4ccc(cc4n3)C(F)(F)F)CNCc5ccc(cc5)CN.C(=O)(C(F)(F)F)O
3509,537557,"TCMDC-141483, 637557 (CHEMBL)",100.0,53.0,2.0,6.10209,c1cc(oc1)c2c(cc3c(n2)[nH]nc3NC(=O)c4ccc(cc4)CN5CCCC5)Br.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O
3510,537563,"TCMDC-123809, 637563 (CHEMBL), COMMERCIAL",100.0,62.0,2.0,6.12402,c1cc(cc(c1)Cl)Cn2cc(cc(c2=O)Cl)C(=O)Nc3cc(cc(c3)Cl)Cl
3511,543078,"TCMDC-125250, 643078 (CHEMBL), COMMERCIAL",94.0,92.0,5.0,5.98962,CC(C)n1c2c(cn1)c(cc(n2)C3CC3)C(=O)NCc4ccccc4OC
3512,538749,"TCMDC-132260, 638749 (CHEMBL)",91.0,18.0,3.0,5.95345,COc1ccc(cc1c2ccc(s2)S(=O)(=O)NCc3cccnc3)CNC4Cc5ccccc5C4.C(=O)(C(F)(F)F)O
3513,538751,"TCMDC-125739, 638751 (CHEMBL), COMMERCIAL",94.0,2.0,0.0,6.08731,CNC(=O)c1c2c(sc1NC(=O)c3cccs3)CCCC2
3514,543031,"TCMDC-133064, 643031 (CHEMBL)",100.0,73.0,3.0,6.75348,Cc1c(c(on1)C)c2cccc(c2)CNCc3cccc(c3)c4cccc(c4)c5[nH]c6ccc(cc6n5)F.C(=O)(C(F)(F)F)O
3515,538161,"TCMDC-141318, 638161 (CHEMBL)",100.0,49.0,0.0,6.10999,Cc1ccc2c(=O)cc(n(c2n1)CC(=O)N(Cc3ccc(cc3)c4ccc(cc4)C(F)(F)F)C5CCN(CC5)C(C)C)CCc6cccc(c6F)F.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O
3516,538198,"TCMDC-136020, 638198 (CHEMBL)",94.0,30.0,2.0,6.07397,COc1cc2c(cc1NS(=O)(=O)c3ccc(cc3)OCc4ccc(cc4)Br)CCN(CC2)C5CCC5.Cl
3517,538199,"TCMDC-135959, 638199 (CHEMBL)",99.0,45.0,0.0,6.15166,Cc1ccc(cc1F)NC(=O)c2cccc(c2)CN3CCCN(CC3)Cc4cccc(c4)O.C(=O)(C(F)(F)F)O
3518,538239,"TCMDC-131684, 638239 (CHEMBL)",100.0,4.0,3.0,6.11895,Cc1cc(nc(n1)NC(=N)NOCCCc2ccccc2)O
3519,538277,"TCMDC-142066, 638277 (CHEMBL)",99.0,99.0,0.0,6.19999,Cc1ccc2c(c1)c(cc(n2)C)NN=Cc3cccc(c3)F
3520,543036,"TCMDC-140473, 643036 (CHEMBL)",100.0,33.0,1.0,6.04001,c1ccc(cc1)CN2CCC(CC2)NCc3ccccc3c4ccc(cc4)CNC5CCCC5.C(=O)(C(F)(F)F)O
3521,538279,"TCMDC-125234, 638279 (CHEMBL), COMMERCIAL",99.0,68.0,0.0,6.13726,CCc1cc(c(cc1OCC)O)c2c(cnc(n2)N)c3ccc4c(c3)OCCO4
3522,538320,"TCMDC-138120, 638320 (CHEMBL)",95.0,88.0,0.0,6.0538,CC(C)C1c2ccc(cc2CC3N1C(=O)N(C3=O)C4CCCCC4)O
3523,538361,"TCMDC-131987, 638361 (CHEMBL)",98.0,98.0,0.0,6.59593,CN(C)c1cccc(c1)NC(=O)N[C@@H]2C(=O)N(c3ccccc3C(=N2)c4ccccc4)CC(=O)N5CCCC5
3524,538400,"TCMDC-141743, 638400 (CHEMBL)",93.0,64.0,0.0,6.09976,c1ccc(c(c1)CN2CCCCC(C2)NC(=O)c3cccc(c3)C(F)(F)F)O.C(=O)(C(F)(F)F)O
3525,538437,"TCMDC-141818, 638437 (CHEMBL)",91.0,15.0,7.0,6.0167,c1cc(cc(c1)NC(=O)c2ccc(c(c2)Cl)Cl)CN3CCCN(CC3)CC4CCCCC4.C(=O)(C(F)(F)F)O
3526,538486,"TCMDC-138268, 638486 (CHEMBL)",93.0,97.0,7.0,8.05152,c1cc(cc(c1)NCc2ccc3c(c2Cl)c(nc(n3)N)N)C(=O)O
3527,476625,"TCMDC-125840, 576625 (CHEMBL), COMMERCIAL",96.0,95.0,0.0,6.76279,Cc1cc(n2c(n1)ncn2)Nc3ccc4ccccc4c3
3528,538524,"TCMDC-125460, 638524 (CHEMBL), COMMERCIAL",100.0,33.0,0.0,6.13188,COc1cc(ccc1OCC(=O)Nc2cccc(c2)C(F)(F)F)C(=O)Nc3[nH]c4ccccc4n3
3529,538525,"TCMDC-135393, 638525 (CHEMBL)",98.0,99.0,0.0,7.20944,CCc1cn2c3c1cc(cc3N(S(=O)(=O)C2)C)C(=O)N[C@@H](Cc4ccccc4)[C@@H](CNC(C)(C)c5cccc(c5)OC)O.C(=O)O
3530,541911,"TCMDC-133952, 641911 (CHEMBL)",89.0,73.0,0.0,6.0255,c1cc(ccc1C(=O)Nc2ccc(c(c2)Cl)OC3CCN(C3)Cc4ccsc4)F.C(=O)(C(F)(F)F)O
3531,541914,"TCMDC-141101, 641914 (CHEMBL)",100.0,79.0,2.0,6.69057,COc1ccc(cc1)C(C(=O)NC2CCN(CC2)C[C@@H](c3ccnc4c3cc(cc4)OC)O)N5CCN(CC5)c6ccc(c(c6)Cl)Cl
3532,540731,"TCMDC-124927, 640731 (CHEMBL), COMMERCIAL",100.0,57.0,0.0,5.85564,Cc1ccc2c(c1)sc(n2)N(CCCn3ccnc3)C(=O)C=Cc4cccs4.Cl
3533,538635,"TCMDC-124726, 638635 (CHEMBL), COMMERCIAL",100.0,90.0,1.0,6.18969,Cc1cc(nc(n1)Nc2ccc(cc2)NC(=O)c3cc(cc(c3)OC)OC)N(C)C
3534,538673,"TCMDC-133827, 638673 (CHEMBL)",100.0,29.0,0.0,6.08092,Cc1cccc2c1[nH]c(n2)c3ccc(s3)c4ccc(cc4)CN5CCCC(C5)O.C(=O)(C(F)(F)F)O
3535,524839,"TCMDC-132054, 624839 (CHEMBL)",93.0,75.0,1.0,6.09126,COc1ccc2c(c1)[nH]c3cc(ccc3c2=O)OC
3536,91881,"TCMDC-137350, 191881 (CHEMBL)",93.0,2.0,0.0,6.07417,CC(Cc1cc(cc(c1O)OC)Cc2cnc(nc2N)N)O
3537,538162,"TCMDC-135979, 638162 (CHEMBL)",95.0,31.0,1.0,5.98268,Cc1ccc(cc1C)NC(=O)c2cccc(c2)CN3CCCN(CC3)Cc4cccc(c4)O.C(=O)(C(F)(F)F)O
3538,538171,"TCMDC-141225, 638171 (CHEMBL)",93.0,33.0,1.0,5.74673,CN(C)CCOc1ccc(cc1)c2cc(c([nH]2)c3ccc(c(c3)OC)Cl)c4ccncc4.Cl
3539,538833,"TCMDC-141697, 638833 (CHEMBL)",100.0,55.0,0.0,6.17587,Cc1ccc(cc1NC(=O)Nc2ccc(cc2)c3ccccc3)Cn4c(=O)cc(c(n4)Cl)N5CCCNCC5.C(=O)(C(F)(F)F)O
3540,538837,"TCMDC-139784, 638837 (CHEMBL)",86.0,45.0,0.0,5.9779,CCCC(C)N(Cc1ccc(cc1)C(C)(C)C)C(=O)c2cccc(c2)C#N
3541,538840,"TCMDC-139737, 638840 (CHEMBL)",91.0,1.0,0.0,5.95392,c1ccc(cc1)CNc2nc(nc(n2)NCc3cccc4c3cccc4)NCCc5c[nH]cn5
3542,538876,"TCMDC-132864, 638876 (CHEMBL)",92.0,2.0,0.0,5.9883,c1cc(cc(c1)c2ccc(cc2)c3[nH]c4ccc(cc4n3)C(F)(F)F)CNCCN5CCNCC5.C(=O)(C(F)(F)F)O
